NgayDangBan,Id_NguoiDangban,NguoiDangban,LoaiBDS,Tinh,Huyen,Xa,DiaChi,TongGia,Gia/m2,MaTin,DienTich,ChieuDai,ChieuRong,Huong,PhongNgu,PhongTam,MoTa,id,GiayToPhapLy,TienIchLanCan,DuongVaoBds,ViTri,HuongBanCong,NamXayDung,HienTrangNha,TrangThaiSuDung,TienIchToaNha,HangXom,AnNinh,DuongVao,SoTang,KetCau,"NoiThat,TienNghi"
"11/07/2022, 15:41",1676,Thủy Tiên,Đất bán,Quảng Nam,Huyện Đại Lộc,Xã Đại Hiệp,"QL14B, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",780 triệu,2.73 triệu/m²,15395,286 m²,57 m,5 m,--,--,--,"Bán lô Ngay NGÃ BA ĐẠI HIỆP GIÁP HÒA KHƯƠNG. Diện tích: 286m2 (5x57m). Giá bán 780tr. Đã có sổ, công chứng nhanh. Đường betong rộng 5m thông thoáng. - Sát ranh giới với Đà Nẵng, ra trung tâm Thành Phố chỉ 7km. - Vị trí nằm sát Quốc lộ 14B. - Nằm trong khu công nghiệp Đại Hiệp. - Khu dân cư đông đúc, quán xá nhộp nhịp. Thuận lợi đầu tư, xây nhà ở, xây trọ cho thuê, mở cửa hàng kinh doanh…. Hỗ trợ vay vốn 50%. Đầu tư giá tốt, tính thanh khoản cao.",1657528883,Sổ hồng,"['Trường cấp 1', 'Trường cấp 2', 'Chợ']",['Đường bê tông'],,,,,,,,,5 m,,,
"11/07/2022, 15:40",4094,Mai Thanh Tung,Nhà riêng,Bình Dương,TP. Dĩ An,Phường Tân Đông Hiệp,"Đường số 29, Phường Tân Đông Hiệp, TP. Dĩ An, Bình Dương",5 tỷ,67.57 triệu/m²,15394,74 m²,--,--,--,4,3,"Cần bán nhà 1 lầu mới diện tích 74.5m2 khu dân cư Tân Đông Hiệp đường nhựa 8m gần giày Thái Bình.
- Nhà có 1P khách, 1P bếp, 4P ngủ, sân để xe.
- Cách Vincom 550 chỉ 1km, sát KCN Vsip 1, khu công nghiệp Sóng Thần.
- Giá: 5 tỷ thương lượng chính chủ, sang tên công chứng được ngay.
Thông tin hình ảnh như trên là thực tế.
LH.
 .",1657528857,Sổ hồng,,['Đường trải nhựa'],,,,,,,"['Thân thiện', 'Trí thức']",,8 m,2,,
"11/07/2022, 15:38",1676,Thủy Tiên,Đất bán,Quảng Nam,Huyện Đại Lộc,Xã Đại Hiệp,"QL14B, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",669 triệu,4.46 triệu/m²,15393,150 m²,30 m,5 m,--,--,--,"2 lô liền kề gần ngã tư Hoà Khương Đà Nẵng chỉ 669 triệu. - Đất sát đường nhựa quốc lộ 14B,sát trung tâm khu phố chợ. - Gần 2 khu công nghiệp có thể xây trọ cho thuê. - Tiện ích xung quanh đầy đủ: chợ , trường học, ủy ban, siêu thị, sân vận động chỉ dưới 1km. - Thuận lợi buôn bán, kinh doanh, mở cửa hàng , tạp hoá, nhà nghỉ , khách sạn, quán ăn, kho xưởng …. - Có sẵn sổ công chứng liền. - Mua 2 lô thương lượng mạnh. - Đảm bảo đầu tư sinh lời cao vì gần các khu công nghiệp. -Hỗ trợ vay ngân hàng 50% lãi suất thấp.",1657528715,Sổ hồng,"['Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Siêu thị']",['Đường bê tông'],,,,,,,,,5 m,,,
"11/07/2022, 15:36",1737,Nguyễn Như Tú,Biệt thự,Thanh Hóa,TP. Sầm Sơn,Xã Quảng Hùng,"Đường 4D, Xã Quảng Hùng, TP. Sầm Sơn, Thanh Hóa",14 tỷ,63.64 triệu/m²,15392,220 m²,14 m,16.5 m,Đông Bắc,5+,5+,"Vlasta Văn Phú – Kiến tạo không gian sống bình yên, sang trọng. Ngày càng ngày, nhu cầu về chất lượng cuộc sống của người dân càng được nâng cao. Một không gian sống bình yên, sang trọng ngay khu vực trung tâm như Vlasta Văn Phú sẽ là điểm đến lý tưởng để kiến tạo tổ ấm an lành cho gia đình. Vlasta Sầm Sơn – Khu đô thị đáng sống hàng đầu tại Thanh Hóa
Thời gian gần đây, tiêu chí của không gian sống có sự thay đổi. Nhà không chỉ là nơi để về sau mỗi ngày làm việc mà còn phải hội tụ các tiêu chí của một không gian nghỉ dưỡng, mang đến một lối sống tích cực, chất lượng cao. Một không gian sống lý tưởng giờ đây phải đảm bảo được các yếu tố từ: vị trí, không gian xanh cho đến các tiện ích xung quanh. Vlasta Sầm Sơn được đầu tư xây dựng bởi thương hiệu hàng đầu trong lĩnh vực phát triển bất động sản – Văn Phú Invest, mang tới một hệ sinh thái đẳng cấp, sang trọng ngay bên bờ biển Sầm Sơn. Tọa lạc vị trí đắc địa ngay cửa ngõ phía Nam Thành phố Sầm Sơn, Vlasta Thanh Hóa hướng mặt ra biển tạo không gian mở vô tận đồng thời đón nhận được nguồn năng lượng tự nhiên dồi dào từ đại dương bao la. Không những thế, dự án còn được đánh giá cao với hệ thống cơ sở hạ tầng quy hoạch đồng bộ, hệ thống cảnh quan, tiện ích được bố trí hài hòa, hợp lý. Quảng trường rộng mở hướng thẳng ra biển được thiết kế với kiến trúc độc đáo, nơi đây sẽ là nơi tổ chức nhiều hoạt động văn hóa, lễ hội trong năm, mang đến nhiều trải nghiệm thú vị và hấp dẫn không chỉ cho cư dân Vlasta Sầm Sơn mà còn cả du khách đến với nơi này. Tận hưởng cuộc nghỉ dưỡng dài vô tận
Đối với các nhà đầu tư cá nhân, họ coi trọng những cảm xúc, cảm nhận chân thực của mình khi tìm hiểu, trông thấy bất động sản đó. Đó là một trong những tiêu chí quan trọng để quyết định có gắn bó với bất động sản đó hay không. Bước vào Vlasta Sầm Sơn Văn Phú, cư dân sẽ cảm nhận được những cảm xúc chân thực nhất về một khu nghỉ dưỡng sang trọng, tiện nghi chứ không phải khu nhà ở, đô thị thông thường. Tại đây, mọi thứ đều được thết kế, bố trí cho hòa hợp với thiên nhiên, từ những vườn cây xanh, công viên sinh thái cho đến quảng trường trung tâm,… tất cả đều hài hòa với nhau một các rất mới, rất hiện đại. Vlasta Sầm Sơn được xây dựng với quy mô 28.6ha, với mật độ xây dựng không quá 40%, hoàn toàn đáp ứng được nhu cầu sống xanh mà các khách hàng đang tìm kiếm. Hội tụ những ưu thế vượt trội, dự án Vlasta Sầm Sơn Thanh Hóa hứa hẹn sẽ trở thành điểm sáng an cư dành cho mọi khách hàng thông thái.",1657528603,Sổ đỏ,"['Công viên', 'Hồ bơi', 'Siêu thị mini', 'Chỗ đậu ô tô', 'T.T thương mại', 'Nhà văn hóa', 'Rạp chiếu phim', 'Chợ', 'Siêu thị', 'Khu du lịch', 'Cảng biển', 'Gần sông', 'Gần biển', 'Gần núi', 'Khu dân cư', 'Cao tốc']",['Đường trải nhựa'],Mặt tiền,,,Nhà trống,Chưa sử dụng,,"['Thân thiện', 'Trí thức']","['Bảo vệ 24/24', 'Carmera an ninh']",13 m,3,,
"11/07/2022, 15:33",4092,Trương Quốc Toàn,Căn hộ,TP. Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,"Xã Trung Chánh, Huyện Hóc Môn, TP. Hồ Chí Minh",1.2 tỷ,17.14 triệu/m²,15391,70 m²,--,--,Tây,2,2,"💥Cần bán căn hộ chung cư HQC Hocmon. 🌼 Vị trí: Đối diện chợ Nông sản Hocmon. 🥰Diện tích: 70m2 -2PN -2WC. 💥 Giá : 1.2tỷ bao hết phí, sổ hồng lâu dài. 🔥 Tầng đẹp, thoáng mát, hướng đông view hồ bơi…. 😍Tiện ích: Hồ Bơi trong chung cư, bảo vệ trực 24/24,thẻ từ thang máy, nhà trẻ, siêu thị, nhà thuốc, công viên cây xanh, khu vui chơi trẻ em, coffeshop, Gym,Yoga, Spa…v.v .",1657528417,Hợp đồng mua bán,"['Công viên', 'Hồ bơi', 'Siêu thị mini', 'Chỗ đậu ô tô', 'T.T thương mại', 'Nhà thiếu nhi', 'Nhà văn hóa', 'Sân vận động', 'Nhà hát', 'Rạp chiếu phim', 'Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường cấp 3', 'Trường Đại học', 'Chợ', 'Siêu thị', 'Khu du lịch', 'Khu công nghiệp', 'Sân bay', 'Cảng biển', 'Gần sông', 'Gần suối', 'Gần biển', 'Gần rừng', 'Gần núi', 'Khu dân cư', 'Cao tốc', 'Bệnh viện']",,Mặt tiền,Đông,,Nhà trống,Đã qua sử dụng,"['Chỗ để ô tô', 'Hầm để xe', 'Công viên', 'Hồ bơi chung', 'Ban công riêng', 'Siêu thị mini', 'T.T thương mại', 'P. sinh hoạt chung', 'Phòng tập gym', 'Sân chơi trẻ em', 'Sân nướng BBQ', 'Nhà hàng', 'Cà phê']","['Thân thiện', 'Trí thức']","['Bảo vệ 24/24', 'Carmera an ninh']",,,,"['Kệ TV', 'Tủ trang trí', 'Bàn ghế P.Khách', 'Giường ngủ', 'Bàn phấn', 'Tủ quần áo', 'Tủ bếp', 'Bàn ăn', 'Máy hút mùi', 'Bình nóng lạnh', 'Bồn tắm', 'Vòi hoa sen', 'Bồn rửa mặt', 'Máy lạnh', 'Máy giặt', 'Máy rửa chén', 'Dàn Karaoke', 'Tivi', 'Tủ lạnh']"
"11/07/2022, 15:33",2971,Nhật Lệ,Shop-house,Bắc Ninh,Huyện Yên Phong,Thị trấn Chờ,"Thị trấn Chờ, Huyện Yên Phong, Bắc Ninh",7 tỷ,70 triệu/m²,15390,100 m²,--,--,--,--,--,"'Chính chủ cần bán nhà phố liền kề Đại đô thị Kim Đô Polocity .
Nằm phía tây thị trấn chờ - Bắc Ninh.
Diện Tích :100 m2
Giá :7 tỷ .",1657528412,,,,,,,,,,,,,,,
"11/07/2022, 15:25",4091,Lê Thị Thoa,Đất bán,Tây Ninh,TP. Tây Ninh,Xã Thạnh Tân,"Xã Thạnh Tân, TP. Tây Ninh, Tây Ninh",6 tỷ,952 nghìn/m²,15388,6300 m²,200 m,30 m,--,--,--,Lô đất ngay TP Tây Ninh đoạn đường lên núi Bà đường hiện tại 8m. Diện tích: ngang 30m dài 200m. Diện tích 6300m2 có 300m2 thổ đã phủ hồng hết đất khách mua chỉ cần thêm chưa đến 100tr là lên full thổ. Hiện có nhà cấp 4 trên đất và đang trồng mãng cầu cho người dân thuê hơn 100tr/năm. .,1657527945,,,,Mặt tiền,,,,,,,,,,,
"11/07/2022, 15:24",4093,Võ Quốc Huy,Shop-house,Thừa Thiên Huế,TP. Huế,Phường An Đông,"Võ Nguyên Giáp, Phường An Đông, TP. Huế, Thừa Thiên Huế",3.2 tỷ,15.84 triệu/m²,15387,202 m²,21 m,10 m,Đông,4,4,"Căn góc Shophouse giấ ưu đãi tại Phú Xuân City, tiết kiệm ngay 1,3 tỷ. Vị trí: Liền kề trục TỐ HỮU - VÕ NGUYÊN GIÁP, trực diện Quảng Trường - Khu hành chính tập trung Tỉnh. Đối diện tổ hợp thương mại dịch vụ cao cấp của tập đoàn DOJI nghiên cứu đầu tư tại Huế.
 CHỈ TỪ 3.2tỷ (20%) ĐỂ SỞ HỮU NGAY NHÀ SHOPHOUSE PHÚ XUÂN CITY.
 Chính sách Hỗ trợ sang nhượng Hợp đồng khi thanh toán đủ 20% và Ký HĐMB, cơ hội 'lướt sóng' đầu tư không thể bỏ lỡ.
 Chương trình ân hạn nợ gốc lên tới 6 tháng kể từ ngày ký HĐMB (30%).
 Ngân hàng Quân Đội MB hỗ trợ 70%/tổng giá trị sản phẩm.
 Tiến độ thanh toán chia thành 10 đợt, mỗi đợt đóng 10%.
 Chương trình chiết khấu lên tới 6% dành cho khách hàng thanh toán nhanh.
 CỐT NỀN cao hơn 45cm so với trục Võ Nguyên Giáp; Nói “Không với Lụt”.
 ĐẶC BIỆT: Pháp lý rõ ràng. Shophouse Phú Xuân City bàn giao nhà thô hoàn thiện mặt ngoài gồm 167 căn theo phong cách kiến trúc tân cổ điển. Toàn bộ hệ cửa sử dụng hệ nhôm kính Xingfa, tường ngoài được sơn cao cấp. Với kết cấu xây dựng TƯỜNG RIÊNG - MÓNG RIÊNG gồm thang bộ và thang máy chờ hoặc khách hàng không sử dụng thang máy thì chuyển đổi công năng không gian giếng trời lấy ánh sáng tự nhiên từ tầng mái cho toàn căn nhà.
 Hiện tại vỉa hè đang đổ bê tông mặt nền chuẩn bị lát đá tự nhiên. Chủ đầu tư lựu chọn mẫu đá tự nhiên phù hợp với thời tiết đặc trưng ở Huế. Đồng thời kết cấu tường sử dụng gạch đặc Tuynel nung và độ dày tường 22 phân.
 Liên hệ ngay đại lý phân phối độc quyền để được cập nhật những thông tin mới nhất về Shophouse Phu Xuan City và các chính sách ưu đãi hấp dẫn.
Liên hệ PKD Độc Quyền:
(Mr. Huy)
#phuxuancity #phuxuancityhue #nhapho #nhaphophuxuancity
#shophouse #shophousephuxuancity.",1657527894,Sổ hồng,"['Công viên', 'Hồ bơi', 'Siêu thị mini', 'Chỗ đậu ô tô', 'T.T thương mại', 'Trường mầm non', 'Chợ', 'Gần sông']",['Đường trải nhựa'],Mặt tiền,,,Nhà trống,Chưa sử dụng,"['Chỗ để ô tô', 'Hầm để xe', 'Công viên', 'Hồ bơi chung', 'Ban công riêng', 'Siêu thị mini', 'T.T thương mại', 'P. sinh hoạt chung', 'Phòng tập gym', 'Sân chơi trẻ em', 'Sân nướng BBQ', 'Nhà hàng', 'Cà phê']","['Thân thiện', 'Trí thức']","['Bảo vệ 24/24', 'Carmera an ninh']",,4,,
"11/07/2022, 15:24",4092,Trương Quốc Toàn,Căn hộ,TP. Hồ Chí Minh,TP. Thủ Đức,Phường Bình Trưng Đông,"Phường Bình Trưng Đông, TP. Thủ Đức, TP. Hồ Chí Minh",1.7 tỷ,32.69 triệu/m²,15386,52 m²,--,--,Đông,2,2,"💥Cần bán căn hộ chung cư HQC Bình Trưng Đông. 🌼 Vị trí: KDC Bình Trưng Đông, Q2. 🥰Diện tích: 52m2 -2PN -2WC. 💥 Giá : 1.7tỷ bao hết phí, sổ hồng lâu dài. 🔥 Tầng đẹp, thoáng mát, hướng đông view hồ bơi…. 😍Tiện ích: Hồ Bơi trong chung cư, bảo vệ trực 24/24,thẻ từ thang máy, nhà trẻ, siêu thị, nhà thuốc, công viên cây xanh, khu vui chơi trẻ em, coffeshop, Gym,Yoga, Spa…v.v .",1657527840,Hợp đồng mua bán,"['Công viên', 'Hồ bơi', 'Siêu thị mini', 'Chỗ đậu ô tô', 'T.T thương mại', 'Nhà thiếu nhi', 'Nhà văn hóa', 'Sân vận động', 'Nhà hát', 'Rạp chiếu phim', 'Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường cấp 3', 'Trường Đại học', 'Chợ', 'Siêu thị', 'Khu du lịch', 'Khu công nghiệp', 'Sân bay', 'Cảng biển', 'Gần sông', 'Gần suối', 'Gần biển', 'Gần rừng', 'Gần núi', 'Khu dân cư', 'Cao tốc', 'Bệnh viện']",,Mặt tiền,Tây,2018,Nhà trống,Chưa sử dụng,"['Chỗ để ô tô', 'Hầm để xe', 'Công viên', 'Hồ bơi chung', 'Ban công riêng', 'Siêu thị mini', 'T.T thương mại', 'P. sinh hoạt chung', 'Phòng tập gym', 'Sân chơi trẻ em', 'Sân nướng BBQ', 'Nhà hàng', 'Cà phê']","['Thân thiện', 'Trí thức']","['Bảo vệ 24/24', 'Carmera an ninh']",,,,"['Kệ TV', 'Tủ trang trí', 'Bàn ghế P.Khách', 'Giường ngủ', 'Bàn phấn', 'Tủ quần áo', 'Tủ bếp', 'Bàn ăn', 'Máy hút mùi', 'Bình nóng lạnh', 'Bồn tắm', 'Vòi hoa sen', 'Bồn rửa mặt', 'Máy lạnh', 'Máy giặt', 'Máy rửa chén', 'Dàn Karaoke', 'Tivi', 'Tủ lạnh']"
"11/07/2022, 15:21",1784,Lèng Bảo Trọng,Đất bán,Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,"Cao Bá Quát, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",1.35 tỷ,11.44 triệu/m²,15385,118 m²,23 m,5 m,Tây Nam,--,--,"Bán đất vị trí, ngay gần cổng sân bay Liên Khương, Liên Nghĩa, Đức Trọng, Lâm Đồng. - Diện Tích: 5x23m2 tổng diện tích 118m2, 50m2 thổ cư
- Hướng: Tây nam
- Vị Trí: Đường quốc lộ 20 vào Cao Bá Quát 100m, đất mặt tiền đường bê tông 6m gần ngay sân bay, trung tâm thị trấn, gần trường học, đầy đủ tiện ích
- Giá: 1ty350 chốt nhanh có lộc cho khách thiện chí
- Thích hợp: để xây nhà ở, giành cho các nhà đầu tư bao lợi nhuận
- Liên hệ Trọng đi xem đất.",1657527695,Sổ hồng,"['Công viên', 'Trường cấp 2', 'Trường cấp 3', 'Chợ', 'Khu du lịch', 'Sân bay', 'Gần sông', 'Khu dân cư']",,Hẻm,,,,,,,,6 m,,,
"11/07/2022, 15:18",2172,Ngọc Nhung,Nhà riêng,TP. Hồ Chí Minh,Quận Phú Nhuận,Phường 11,"Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, TP. Hồ Chí Minh",4.7 tỷ,156.67 triệu/m²,15384,30 m²,--,--,--,--,--,"- Nhà bán Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận. - DT: 3.4 x 9m, công nhận 28m2. - Thiết kế Trệt + 2 Lầu. 2pn + 2wc. Nhà mới dọn vào ở ngay. - Hẻm trước nhà 3.5m xe hơi đậu cửa, khu an ninh, sạch sẻ, thoáng mát,.. - Nhà hướng Tây Nam. - Bán: 4 tỷ 700 triệu (thương lượng). - Ngọc Nhung (zalo / đt) xem nhà.",1657527517,,,,,,,,,,,,,,,
"11/07/2022, 15:16",3690,Tuấn Khải,Biệt thự,TP. Hồ Chí Minh,TP. Thủ Đức,Phường Tăng Nhơn Phú A,"Phường Tăng Nhơn Phú A, Tp. Thủ Đức, TP. Hồ Chí Minh",5.1 tỷ,42.5 triệu/m²,14488,120 m²,--,7 m,--,2,3," Mô tả :
+ Nhà gồm: 1 Trệt 1 Lầu BTCT.
Gồm 2 Phòng ngủ, 3 Phòng WC .
Ban công cực thoáng mát. Giá chỉ 5.6 Tỷ tròn.
+ Nhà mới xây theo kiểu Biệt Thự Mini rất đẹp, kiên cố. Nội thất gỗ tự nhiên, các thiết bị cao cấp, cực hiện đại. Nhà có sân để xe hơi, sân vườn sau nhà, không gian thoáng mát.
+ Cạnh khu dân cư an ninh, yên tĩnh.
+ Xung quanh tiện ích đầy đủ.
+ Sổ hồng riêng, hoàn công đầy đủ, công chứng ngay.",1657182638,,"['Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường Đại học', 'Chợ', 'Khu dân cư']",['Đường trải nhựa'],Mặt tiền,,,Đầy đủ nội thất,Đã qua sử dụng,,"['Thân thiện', 'Trí thức']",,,1,,"['Kệ TV', 'Tủ trang trí', 'Bàn ghế P.Khách', 'Giường ngủ', 'Bàn ăn', 'Máy giặt', 'Máy rửa chén']"
"11/07/2022, 15:14",3690,Tuấn Khải,Nhà riêng,TP. Hồ Chí Minh,TP. Thủ Đức,Phường Hiệp Phú,"Phường Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh",2.9 tỷ,41.43 triệu/m²,15383,70 m²,--,--,Nam,2,2,"Miêu tả:. Nhà 1 lầu, dt 70m2 nội thất đầy đủ, mới tinh -> chỉ cần sách vali vào và ở thôi. Gần khu dân cư trường học, trạm y tế.... Di chuyển vào nội thành thành phố Hồ Chí Minh vô cùng dễ dàng. Tầng trệt có thể buôn bán các hàng ăn uống. Liên hệ Chuyên gia Xuân Trường để được hỗ trợ tận tình.",1657527112,Hợp đồng mua bán,"['Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường Đại học', 'Chợ', 'Siêu thị']",['Đường trải nhựa'],Hẻm,,,Đầy đủ nội thất,Đã qua sử dụng,,['Thân thiện'],['Bảo vệ 24/24'],5 m,2,,"['Bàn ăn', 'Bình nóng lạnh', 'Máy giặt', 'Tivi']"
"11/07/2022, 15:12",3600,Bùi Hữu Nghĩa,Đất bán,Đồng Nai,Huyện Định Quán,Thị trấn Định Quán,"Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",750 triệu,739 nghìn/m²,13172,1015 m²,41 m,46 m,--,--,--,"- Chính chủ cần bán 4050m2 đất giáp hồ Trị An Gần khu vực chợ dân cư sầm uất đường bê tông 6m đi vào tới đất LH. 0918.19.49.( Sáu Hai). - Tọa lạc tại Phú Cường, gần khu công nghiệp Định Quán,Đồng Nai, sát với UBND. QL.20 đi vào hơn 700m là tới đất . - Vị trí gần khu dân cư UBND Và chợ tiện để đầu tư xây nhà ở nghĩ dưỡng làm vườn bao lên 200m thổ cư , cho ai co nhu cầu ở ngay. - Sổ Hồng Riêng rõ ràng minh bạch, Anh/chị xem đất ưng ý là có thể công chứng sang tên ngay, cần thêm thông tin gì về đất cũng như để được xem đất trực tiếp thì Alo cho tôi . (Sáu Hai) H. Nghĩa.",1656748774,,,,Mặt tiền,,,,,,,,6 m,,,
"11/07/2022, 15:11",3339,Lê Thị Hồng Vân,Biệt thự,Thừa Thiên Huế,Thị xã Hương Thủy,Xã...,"Võ Nguyên Giáp, Xã..., Thị xã Hương Thủy, Thừa Thiên Huế",7 tỷ,46.67 triệu/m²,15382,150 m²,20 m,7.5 m,Đông,4,4,"🎉🎉 RA MẮT PHÂN KHU 𝐈𝐑𝐈𝐒 - 𝐄𝐂𝐎 𝐆𝐀𝐑𝐃𝐄𝐍 - BIỆT THỰ SONG LẬP VIEW HỒ ĐẢO ĐÔNG 🏝🏝
💥 𝐓𝐢𝐞̂́𝐧 đ𝐨̣̂ 𝐭𝐡𝐚𝐧𝐡 𝐭𝐨𝐚́𝐧 𝐥𝐢𝐧𝐡 𝐡𝐨𝐚̣𝐭
💥 𝐍𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠 𝐡𝐨̂̃ 𝐭𝐫𝐨̛̣ 𝐯𝐚𝐲 𝐥𝐞̂𝐧 đ𝐞̂́𝐧 𝟖𝟎%
💥 𝐂𝐡𝐢𝐞̂́𝐭 𝐤𝐡𝐚̂́𝐮 𝐤𝐡𝐮̉𝐧𝐠 
Vị trí đắc địa, trái tim của 𝐄𝐂𝐎𝐆𝐀𝐑𝐃𝐄𝐍, Cơ hội 𝐗𝟑 𝐓𝐀̀𝐈 𝐒𝐀̉𝐍 trong tương lai
📍 Tọa lạc trên trục đường 26m và trục 14m. View Hồ Đảo Đông ĐẲNG CẤP 
📍 Nằm gần Khu Thương Mại sang Đại Lộ 100m Võ Nguyên Giáp 
👉 DÒNG SẢN PHẨM CỰC KỲ ĐƯỢC LÒNG NHÀ ĐẦU TƯ 👉 𝐒𝐎̂́ 𝐋𝐔̛𝐎̛̣𝐍𝐆 𝐂𝐎́ 𝐇𝐀̣𝐍 ‼️
☎️ Hotline PKD: Ms Vân.",1657527082,Hợp đồng mua bán,"['Công viên', 'Hồ bơi', 'Siêu thị mini', 'Chỗ đậu ô tô', 'T.T thương mại', 'Nhà thiếu nhi', 'Nhà văn hóa', 'Sân vận động', 'Nhà hát', 'Rạp chiếu phim']",['Đường bê tông'],Mặt tiền,,,Nhà trống,Chưa sử dụng,,"['Thân thiện', 'Trí thức']",,26 m,3,,
"11/07/2022, 15:09",3308,Lê Duy Thông,Đất bán,Tây Ninh,Huyện Gò Dầu,Xã Thanh Phước,"Xã Thanh Phước, Huyện Gò Dầu, Tây Ninh",3.1 tỷ,4.99 triệu/m²,12145,620.7 m²,36.19 m,18.2 m,Tây Bắc,--,--,"Đất mặt tiền đẹp bằng phẳng, nở hậu, giấy tờ sổ sách rỏ ràng. Sát thị trấn Gò Dầu nên giao thông đi lại thuận tiện. Gần các trọng yếu kinh tế của huyện. Đường đang rải bi để lên dầu. Dân cư đông đúc văn minh. Đầy đủ các dịch vụ đời sống cho mọi người. Do cần vốn để mở rộng kinh doanh nên gia đình em cần ra gấp.

.",1656465146,Sổ đỏ,"['Nhà văn hóa', 'Sân vận động', 'Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Chợ', 'Siêu thị', 'Khu dân cư', 'Cao tốc', 'Bệnh viện']",['Đường trải nhựa'],Mặt tiền,,,,,,,,10 m,,,
"11/07/2022, 15:07",3563,Trần Quốc Nhật Vũ,Nhà riêng,TP. Đà Nẵng,Quận Thanh Khê,Phường Vĩnh Trung,"Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, TP. Đà Nẵng",5.4 tỷ,30 triệu/m²,15380,180 m²,13 m,11 m,--,3,2,"- Chủ mua Biệt thự cần bán nhà Thanh Khê, trục thẳng huyết mạch Đà Nẵng ra thẳng Cầu Rồng, 5 phút tới sân bay, 10 phút sang Sơn Trà tắm biển, khu vực VIP bậc nhất Đà Nẵng, kinh doanh SPA, dịch vụ du lịch, dân cư sầm uất, trí thức.
- Nhà xây kiên cố, kết cấu 5 phòng rộng rãi, thoáng mát, diện tích sử dụng 180 m2, chủ tặng nội thất cao cấp, xách vali về ở ngay. - Có sân vườn rộng rãi, thoáng mát. - Sổ đỏ vuông đẹp, chính chủ thiện chí, giao dịch ngay.
- Giá chỉ 5 tỷ 2 (Có gia lộc). .",1657526830,,"['T.T thương mại', 'Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường cấp 3', 'Trường Đại học', 'Chợ', 'Siêu thị', 'Khu du lịch', 'Khu công nghiệp', 'Sân bay']",['Đường bê tông'],,,,Nhà trống,Đã qua sử dụng,,"['Thân thiện', 'Trí thức']",['Bảo vệ 24/24'],4 m,,Biệt thự,"['Kệ TV', 'Tủ trang trí', 'Bàn ghế P.Khách', 'Giường ngủ']"
"11/07/2022, 15:06",3547,Đoàn Thị Tuyết Thơ,Đất bán,Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,"Nguyễn Thái Học, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng",2.6 tỷ,4.73 triệu/m²,15379,550 m²,50 m,10 m,--,--,--,"1 lô duy nhất xót lại tại
Thị trấn Liên Nghĩa Đức Trọng
Mặt tiền đường nhựa nối tiếp 2 đâu đường thống nhất
10mx50m nở hậu
Tổng dt 550m2 (200 thổ cư)
260tr/1m quá rẻ so với các trục đường nhánh bê tông cùng khu vực
Lh (Mrs Thơ Đoàn).",1657526788,Sổ hồng,"['Công viên', 'Trường mầm non', 'Trường cấp 1', 'Trường cấp 2', 'Trường cấp 3', 'Chợ', 'Siêu thị', 'Khu công nghiệp', 'Sân bay', 'Gần sông', 'Khu dân cư', 'Bệnh viện']",['Đường trải nhựa'],,,,,,,,,10 m,,,
